session_id,user_agent,ip_address,page_views,session_duration,avg_time_per_page,bounce_rate,scroll_depth,click_count,form_interactions,search_queries,request_frequency,javascript_enabled,cookie_enabled,screen_resolution,browser_language,referer_type,hour_of_day,day_of_week,time_between_clicks,page_load_time,unique_pages_visited,sequential_page_views,back_button_usage,tab_switches,copy_paste_events,is_bot
session_000124,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,248.217.206.143,3,720,51.29,0.571,40.5,9,1,1,4.27,1,1,1920x1080,fr-FR,direct,13,6,8559.0,569.0,3,0.432,3,3,0,0
session_000125,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,173.192.173.68,9,418,89.96,0.686,62.8,12,0,2,1.51,1,1,1536x864,pt-BR,search,18,3,4006.0,802.0,9,0.33,2,2,3,0
session_000126,PostmanRuntime/7.26.8,7.159.227.242,14,186,5.18,0.16,19.8,2,0,1,8.29,1,0,unknown,,social,5,6,883.0,948.0,14,0.979,0,0,0,1
session_000127,python-requests/2.25.1,167.105.30.36,20,240,16.36,0.166,7.3,1,1,0,15.61,1,1,800x600,unknown,direct,8,4,568.0,996.0,13,0.847,0,0,0,1
session_000128,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,100.117.95.172,7,503,64.05,0.353,70.9,3,2,1,4.86,1,1,1536x864,de-DE,search,11,4,11079.0,827.0,5,0.217,2,0,3,0
session_000129,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),26.214.126.158,3,559,71.17,0.547,74.0,8,2,1,3.9,1,1,1440x900,en-US,referral,16,1,6368.0,1018.0,3,0.26,3,1,1,0
session_000130,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,61.219.93.26,4,787,32.2,0.787,73.4,8,1,1,4.27,1,1,375x667,pt-BR,social,15,2,13423.0,1245.0,4,0.397,5,0,0,0
session_000131,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),32.243.218.211,5,1055,65.09,0.326,52.2,6,0,4,0.84,1,1,1920x1080,pt-BR,referral,12,5,10735.0,1412.0,3,0.365,4,2,0,0
session_000132,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,13.202.86.63,6,505,35.46,0.376,91.7,2,1,1,4.05,1,1,375x667,en-GB,search,21,7,7026.0,1507.0,5,0.41,1,3,1,0
session_000133,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,56.209.223.60,4,381,65.68,0.735,50.2,9,1,5,4.71,1,1,1366x768,de-DE,direct,14,5,2537.0,1147.0,4,0.307,3,1,2,0
session_000134,Scrapy/2.5.1,34.139.65.205,20,125,9.27,0.235,1.1,2,0,1,18.7,1,1,800x600,,direct,9,4,686.0,699.0,12,0.991,0,0,0,1
session_000135,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,151.83.5.45,4,294,31.68,0.663,44.5,9,0,5,1.3,1,1,1920x1080,en-GB,referral,7,7,5307.0,1466.0,4,0.262,2,1,1,0
session_000136,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,122.115.200.93,7,390,34.95,0.786,90.6,7,2,2,3.84,1,1,375x667,en-US,search,7,6,5576.0,707.0,6,0.602,3,3,3,0
session_000137,PostmanRuntime/7.26.8,187.201.233.222,8,155,11.01,0.157,18.7,1,0,2,11.02,1,0,unknown,unknown,referral,11,4,241.0,837.0,8,0.959,0,0,0,1
session_000138,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),176.28.126.183,10,405,78.4,0.631,93.2,7,0,4,3.88,1,1,1920x1080,en-US,direct,17,4,10301.0,601.0,6,0.562,4,1,0,0
session_000139,curl/7.68.0,160.163.150.141,15,320,7.04,0.195,17.0,1,0,0,8.73,0,0,0x0,,direct,5,5,175.0,505.0,12,0.992,1,0,1,1
session_000140,PostmanRuntime/7.26.8,180.30.219.168,17,216,14.49,0.221,20.5,1,0,1,12.13,1,1,1024x768,unknown,direct,0,6,944.0,806.0,6,0.835,0,0,0,1
session_000141,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),107.187.25.81,6,318,87.28,0.7,61.0,11,2,1,2.1,1,0,1440x900,pt-BR,search,2,3,14947.0,1456.0,5,0.677,6,2,1,0
session_000142,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,122.18.24.213,4,809,71.25,0.42,90.8,13,5,1,2.08,1,1,1920x1080,fr-FR,search,17,1,13363.0,1152.0,4,0.293,0,6,1,0
session_000143,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,143.16.151.245,6,522,29.12,0.745,51.0,8,2,1,3.35,1,1,375x667,es-ES,direct,10,6,6860.0,1632.0,1,0.485,1,1,0,0
session_000144,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,241.193.109.223,4,405,69.37,0.76,82.2,8,1,0,3.56,1,1,1440x900,de-DE,direct,16,1,13396.0,934.0,4,0.52,1,2,0,0
session_000145,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,40.169.124.58,6,181,36.57,0.465,67.9,13,5,3,3.18,1,1,1440x900,de-DE,direct,21,4,14716.0,766.0,4,0.392,2,2,1,0
session_000146,PostmanRuntime/7.26.8,207.110.217.144,10,196,7.63,0.12,2.8,0,1,2,8.55,0,1,800x600,,direct,20,7,526.0,1144.0,10,0.895,0,0,0,1
session_000147,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,180.196.80.236,7,425,103.7,0.791,84.7,3,1,4,4.34,1,1,1440x900,en-US,search,17,4,7347.0,277.0,7,0.283,1,4,1,0
session_000148,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,18.37.190.163,6,496,59.63,0.789,64.6,6,0,2,4.84,1,1,1920x1080,pt-BR,direct,20,7,4863.0,1442.0,5,0.466,3,2,0,0
session_000149,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,41.95.80.185,5,289,47.63,0.796,71.4,5,2,1,3.44,1,1,375x667,de-DE,social,9,3,9641.0,957.0,4,0.505,2,3,1,0
session_000150,curl/7.68.0,159.13.173.21,17,209,6.54,0.221,10.8,2,0,0,18.94,0,0,0x0,,direct,23,1,414.0,831.0,9,0.976,0,0,0,1
session_000151,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,132.30.89.111,5,456,53.14,0.496,85.2,9,4,1,4.98,1,1,1440x900,pt-BR,direct,6,5,13402.0,1355.0,5,0.578,4,2,1,0
session_000152,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,12.57.102.253,5,416,112.03,0.653,57.7,7,2,2,2.27,1,0,1920x1080,en-US,search,9,7,8489.0,1506.0,2,0.65,1,1,3,0
session_000153,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,196.66.75.84,11,440,125.4,0.448,57.2,6,3,0,1.95,1,1,1920x1080,fr-FR,referral,21,6,12869.0,991.0,2,0.612,4,1,3,0
session_000154,curl/7.68.0,181.59.129.144,15,169,8.78,0.12,19.0,0,0,0,13.08,1,1,800x600,unknown,social,20,1,992.0,686.0,7,0.946,0,0,0,1
session_000155,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),148.110.147.104,11,223,114.07,0.592,49.6,11,1,3,4.17,1,0,1440x900,en-US,search,18,5,5187.0,1084.0,8,0.682,5,2,1,0
session_000156,curl/7.68.0,243.159.118.213,18,41,7.54,0.182,23.4,0,0,1,8.76,1,0,800x600,unknown,direct,1,6,857.0,835.0,14,0.902,1,0,0,1
session_000157,curl/7.68.0,102.223.80.191,16,111,7.05,0.174,26.7,3,0,0,17.86,1,0,1024x768,unknown,direct,7,1,330.0,468.0,7,0.902,1,0,0,1
session_000158,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,50.232.199.90,8,588,81.03,0.653,64.6,4,1,1,1.16,1,1,1366x768,en-GB,direct,11,4,5458.0,384.0,7,0.245,4,2,1,0
session_000159,python-requests/2.25.1,40.195.195.168,14,258,5.14,0.124,12.4,1,0,1,16.14,0,0,1024x768,,direct,18,7,612.0,555.0,13,0.951,0,0,1,1
session_000160,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,237.226.145.165,6,701,80.26,0.753,55.2,8,1,1,1.26,1,1,1440x900,pt-BR,direct,14,6,8208.0,1484.0,6,0.496,2,2,2,0
session_000161,PostmanRuntime/7.26.8,162.78.204.71,20,128,5.69,0.285,1.2,2,0,1,13.03,0,0,800x600,unknown,direct,23,7,724.0,768.0,11,0.942,0,0,0,1
session_000162,python-requests/2.25.1,213.74.20.166,18,269,9.87,0.111,21.9,2,0,1,15.72,0,0,0x0,unknown,direct,8,3,759.0,812.0,13,0.984,0,0,0,1
session_000163,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,233.208.147.167,9,467,10.0,0.307,83.8,10,3,6,4.49,1,1,1440x900,de-DE,search,9,1,12917.0,971.0,2,0.586,1,2,1,0
session_000164,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,27.208.231.215,8,405,90.95,0.63,70.2,6,1,1,3.75,1,1,1920x1080,de-DE,search,11,1,11550.0,972.0,5,0.599,5,1,1,0
session_000165,PostmanRuntime/7.26.8,254.113.135.134,20,36,6.42,0.107,8.3,3,0,0,19.81,1,0,1024x768,unknown,direct,4,4,462.0,731.0,8,0.948,0,0,0,1
session_000166,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,154.14.203.162,8,356,103.58,0.498,46.1,3,5,0,3.28,1,1,1920x1080,es-ES,search,18,6,1727.0,1751.0,4,0.217,3,2,2,0
session_000167,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,186.219.169.247,4,881,56.12,0.677,86.2,7,1,1,4.94,1,1,1366x768,es-ES,referral,2,7,6924.0,696.0,4,0.436,4,4,0,0
session_000168,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),80.248.168.179,2,492,62.45,0.513,84.1,8,2,1,4.45,1,1,1366x768,de-DE,social,10,1,1870.0,697.0,2,0.614,3,2,1,0
session_000169,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,165.203.85.209,7,595,41.69,0.445,54.9,6,1,1,2.17,1,1,375x667,en-US,search,12,1,9331.0,1667.0,7,0.498,3,4,2,0
session_000170,Scrapy/2.5.1,93.80.47.244,11,167,8.19,0.219,8.5,1,0,1,19.65,0,1,unknown,unknown,direct,0,5,355.0,809.0,11,0.825,0,0,1,1
session_000171,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,202.26.130.198,3,453,88.12,0.549,45.3,13,2,0,3.55,1,1,375x667,en-US,referral,15,3,13154.0,1469.0,3,0.411,6,1,2,0
session_000172,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,153.97.40.42,6,382,56.55,0.733,56.3,8,1,2,4.72,1,1,375x667,en-GB,direct,11,1,14501.0,1496.0,3,0.512,1,2,1,0
session_000173,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,185.61.249.114,7,586,76.3,0.313,40.5,7,2,3,1.7,1,1,1440x900,pt-BR,direct,19,3,12540.0,1477.0,7,0.552,4,3,2,0
session_000174,Scrapy/2.5.1,248.208.201.121,24,164,8.31,0.256,11.4,0,1,0,11.36,0,0,unknown,,direct,7,4,692.0,660.0,15,0.807,1,0,0,1
session_000175,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,98.129.136.108,2,30,62.47,0.426,47.0,5,4,1,3.9,1,1,1366x768,de-DE,direct,9,2,9649.0,939.0,2,0.505,3,1,0,0
session_000176,python-requests/2.25.1,224.96.142.240,11,133,12.15,0.285,0.7,2,0,0,16.42,1,0,800x600,unknown,direct,4,1,394.0,972.0,11,0.97,0,0,0,1
session_000177,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,213.112.24.243,5,736,129.55,0.437,85.5,1,3,0,3.98,1,1,1536x864,es-ES,search,20,2,7889.0,1554.0,4,0.624,3,1,0,0
session_000178,python-requests/2.25.1,96.61.99.255,21,300,10.5,0.163,8.7,1,0,0,17.18,0,0,unknown,en,direct,22,6,447.0,885.0,10,0.952,0,0,0,1
session_000179,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,203.38.36.10,6,488,108.55,0.363,72.3,5,3,4,4.83,1,1,1536x864,pt-BR,direct,15,6,2723.0,369.0,6,0.259,1,4,1,0
session_000180,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,158.2.232.21,6,588,25.84,0.702,47.7,8,1,1,4.5,1,1,1440x900,en-GB,direct,1,7,13404.0,1141.0,6,0.518,4,2,1,0
session_000181,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,136.109.29.199,10,700,71.86,0.729,51.4,7,2,2,3.89,1,1,1366x768,es-ES,social,0,2,2883.0,1391.0,4,0.222,1,2,0,0
session_000182,Go-http-client/1.1,160.118.17.29,15,86,7.16,0.294,17.0,0,0,0,11.95,1,1,800x600,,direct,1,4,940.0,757.0,10,0.842,0,0,0,1
session_000183,Go-http-client/1.1,158.91.62.147,17,196,10.5,0.104,8.6,0,0,1,18.15,0,1,1024x768,,direct,20,6,113.0,732.0,6,0.982,0,0,0,1
session_000184,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),100.224.121.12,9,719,42.43,0.333,55.1,9,7,4,1.37,1,1,1440x900,es-ES,social,18,6,2490.0,200.0,4,0.468,3,4,1,0
session_000185,python-requests/2.25.1,62.188.169.161,7,146,4.79,0.181,13.9,3,0,0,15.37,0,0,unknown,en,direct,2,7,782.0,324.0,7,0.985,1,0,0,1
session_000186,Go-http-client/1.1,200.176.119.252,16,147,7.31,0.256,27.7,1,0,0,17.24,0,0,1024x768,en,direct,9,6,768.0,728.0,13,0.98,1,0,0,1
session_000187,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,12.203.52.227,9,442,92.62,0.666,94.4,9,3,0,1.62,1,0,1440x900,es-ES,direct,13,1,9906.0,1521.0,4,0.621,3,1,0,0
session_000188,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,65.10.193.166,4,657,30.89,0.673,46.6,8,2,0,1.11,1,1,1440x900,es-ES,search,1,7,7905.0,910.0,1,0.429,2,2,1,0
session_000189,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),70.32.205.95,7,436,46.34,0.461,43.4,8,3,5,1.13,1,0,1536x864,pt-BR,direct,16,3,11889.0,1439.0,5,0.535,2,3,3,0
session_000190,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,48.128.178.128,10,405,98.27,0.564,63.9,5,1,0,4.47,1,1,375x667,es-ES,social,14,2,13933.0,1600.0,10,0.632,0,0,0,0
session_000191,PostmanRuntime/7.26.8,155.255.211.47,8,205,6.65,0.193,2.0,1,0,0,17.86,0,1,unknown,unknown,direct,10,7,517.0,637.0,8,0.883,0,0,0,1
session_000192,Go-http-client/1.1,184.110.43.177,17,225,6.42,0.155,19.8,2,0,1,13.83,0,1,unknown,unknown,social,10,2,967.0,505.0,17,0.919,1,0,0,1
session_000193,python-requests/2.25.1,164.251.203.243,11,151,3.71,0.161,18.2,2,0,0,11.06,0,0,800x600,,direct,23,7,482.0,598.0,11,0.887,0,0,0,1
session_000194,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,244.8.37.218,9,308,100.33,0.553,89.2,9,5,1,3.25,1,1,1536x864,en-US,direct,3,1,4978.0,1290.0,9,0.322,6,5,2,0
session_000195,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,93.99.244.146,6,215,82.19,0.701,59.2,2,4,2,3.82,1,0,375x667,en-GB,search,9,2,14455.0,1667.0,6,0.62,2,5,2,0
session_000196,PostmanRuntime/7.26.8,196.20.147.36,12,139,7.6,0.158,19.3,1,0,0,9.62,1,0,unknown,unknown,direct,9,5,713.0,591.0,12,0.876,0,0,0,1
session_000197,PostmanRuntime/7.26.8,48.128.133.100,10,172,7.77,0.22,28.2,3,0,0,15.18,0,1,800x600,unknown,direct,23,7,843.0,690.0,9,0.913,0,0,0,1
session_000198,python-requests/2.25.1,178.235.126.52,16,97,10.76,0.218,23.0,4,0,0,9.99,0,0,1024x768,en,direct,4,1,727.0,666.0,14,0.944,0,0,0,1
session_000199,curl/7.68.0,175.248.217.253,11,171,10.48,0.21,17.4,3,0,0,12.37,0,0,unknown,,search,22,2,488.0,794.0,11,0.928,0,0,0,1
session_000200,python-requests/2.25.1,204.93.131.58,14,139,3.37,0.288,7.5,1,0,1,18.62,0,1,1024x768,en,direct,8,1,685.0,657.0,9,0.902,1,0,0,1
session_000201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,120.206.252.142,9,503,62.96,0.56,57.1,13,2,2,4.07,1,1,375x667,en-US,search,10,4,11053.0,1423.0,5,0.491,2,1,1,0
session_000202,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),123.135.106.197,4,234,66.37,0.334,43.5,11,2,0,2.33,1,1,375x667,en-US,direct,16,6,9064.0,774.0,4,0.368,3,3,0,0
session_000203,Scrapy/2.5.1,120.175.133.89,12,247,5.67,0.138,18.5,1,0,1,11.4,0,1,1024x768,en,direct,23,3,911.0,615.0,12,1.0,0,0,0,1
session_000204,curl/7.68.0,40.78.43.42,17,273,5.11,0.138,29.6,4,1,0,17.34,0,1,1024x768,unknown,direct,2,3,418.0,675.0,16,0.956,0,0,0,1
session_000205,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,51.163.245.142,7,315,51.62,0.715,87.4,6,1,3,2.05,1,1,1366x768,pt-BR,search,20,6,11787.0,1053.0,3,0.232,5,1,1,0
session_000206,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,44.152.242.149,8,653,71.11,0.399,45.4,10,1,0,1.82,1,0,1366x768,pt-BR,direct,12,6,7621.0,1406.0,4,0.538,4,3,0,0
session_000207,python-requests/2.25.1,237.145.11.212,9,202,10.68,0.274,21.6,0,1,0,16.19,0,1,800x600,en,direct,13,7,821.0,782.0,9,0.941,0,0,0,1
session_000208,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,147.107.159.164,2,662,106.02,0.539,77.1,12,2,1,2.83,1,1,1536x864,pt-BR,social,11,1,1816.0,1136.0,2,0.298,2,3,1,0
session_000209,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),63.207.207.176,7,288,70.24,0.678,62.0,4,5,3,3.16,1,1,1440x900,fr-FR,direct,14,6,4121.0,812.0,4,0.534,3,6,0,0
session_000210,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,124.119.53.88,11,537,104.82,0.543,69.6,15,2,1,3.16,1,1,1366x768,es-ES,social,17,3,13036.0,1531.0,7,0.286,1,3,0,0
session_000211,curl/7.68.0,89.250.103.34,14,218,6.95,0.26,12.9,4,0,1,16.16,1,0,800x600,unknown,direct,11,3,530.0,738.0,8,0.98,1,0,0,1
session_000212,PostmanRuntime/7.26.8,13.75.243.99,13,192,8.04,0.189,16.0,2,1,1,17.46,0,0,0x0,en,social,17,7,105.0,668.0,13,0.832,0,0,0,1
session_000213,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,49.196.41.128,4,361,34.99,0.705,89.8,14,2,1,1.01,1,1,1536x864,fr-FR,direct,20,3,7247.0,981.0,2,0.645,1,4,1,0
session_000214,Scrapy/2.5.1,101.130.118.248,18,136,9.33,0.283,26.4,2,0,1,9.0,1,0,1024x768,,referral,3,2,361.0,373.0,12,0.936,0,0,0,1
session_000215,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,74.138.3.217,8,416,34.03,0.606,67.0,8,1,5,3.55,1,1,1536x864,en-GB,social,10,7,1145.0,593.0,3,0.282,3,3,0,0
session_000216,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,94.12.103.14,8,535,40.08,0.468,84.6,5,3,3,1.72,1,1,375x667,en-GB,direct,18,1,11516.0,1567.0,6,0.509,3,2,0,0
session_000217,PostmanRuntime/7.26.8,116.196.141.72,11,261,7.58,0.22,10.1,0,1,0,14.22,0,0,800x600,en,direct,19,6,617.0,1063.0,11,0.985,0,0,0,1
session_000218,Scrapy/2.5.1,241.94.194.37,19,174,9.58,0.128,17.8,4,0,0,14.28,1,0,0x0,,referral,19,7,279.0,654.0,12,0.939,1,0,0,1
session_000219,Scrapy/2.5.1,39.156.229.132,17,254,5.78,0.224,15.4,0,0,1,10.61,0,0,unknown,,social,15,2,543.0,851.0,14,0.965,0,0,0,1
session_000220,Go-http-client/1.1,130.213.131.137,12,204,13.16,0.148,7.6,1,0,0,16.21,0,0,unknown,unknown,social,0,5,399.0,925.0,12,0.805,0,0,0,1
session_000221,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,204.231.186.224,3,380,51.59,0.638,68.4,9,1,3,1.07,1,1,375x667,fr-FR,social,9,2,12184.0,1822.0,3,0.227,4,3,1,0
session_000222,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,149.148.59.185,5,686,86.6,0.316,72.2,9,1,0,1.72,1,1,375x667,fr-FR,search,1,6,5983.0,1422.0,4,0.314,1,2,0,0
session_000223,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,216.98.38.211,5,466,45.12,0.457,90.3,7,2,1,4.22,1,1,1920x1080,de-DE,referral,12,4,5871.0,507.0,5,0.328,4,2,3,0
session_000224,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,81.108.39.106,8,692,61.37,0.343,41.7,5,2,2,2.79,1,0,1536x864,de-DE,search,23,1,10777.0,1097.0,4,0.232,2,2,1,0
session_000225,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,189.187.16.181,6,795,31.43,0.351,68.8,6,0,2,4.78,1,0,375x667,en-GB,social,17,1,4837.0,1316.0,6,0.303,2,0,1,0
session_000226,Go-http-client/1.1,97.81.245.45,18,350,9.21,0.239,14.9,2,0,1,8.76,0,0,unknown,,direct,22,7,628.0,927.0,16,0.835,0,0,0,1
session_000227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,178.68.157.124,4,594,81.4,0.573,94.0,9,3,0,1.55,1,1,1366x768,es-ES,search,22,5,12452.0,759.0,4,0.615,2,4,0,0
session_000228,Scrapy/2.5.1,77.198.74.181,12,152,8.22,0.209,24.2,2,0,0,9.92,0,0,0x0,unknown,direct,19,2,476.0,830.0,12,0.885,0,0,0,1
session_000229,PostmanRuntime/7.26.8,74.32.147.174,17,265,7.41,0.221,13.0,1,0,0,18.04,0,0,0x0,unknown,direct,19,5,846.0,857.0,13,0.932,0,0,0,1
session_000230,curl/7.68.0,74.245.183.21,8,231,3.75,0.112,11.3,1,0,0,16.69,0,1,0x0,,direct,3,2,113.0,1181.0,8,0.896,0,0,0,1
session_000231,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,239.144.179.70,5,977,105.52,0.465,76.7,6,3,1,2.15,1,1,1920x1080,de-DE,social,14,6,2761.0,785.0,5,0.211,1,1,0,0
session_000232,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,232.136.58.164,7,442,34.49,0.445,84.4,7,1,1,3.51,1,1,1920x1080,en-US,search,9,1,3689.0,400.0,4,0.514,2,3,0,0
session_000233,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,198.36.2.247,8,670,47.84,0.466,70.6,4,2,1,4.1,1,1,1366x768,fr-FR,search,18,5,12867.0,869.0,8,0.548,4,1,1,0
session_000234,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,167.52.194.247,10,550,75.09,0.673,55.4,11,2,0,2.76,1,0,1440x900,es-ES,search,14,3,1628.0,1559.0,2,0.52,4,1,2,0
session_000235,python-requests/2.25.1,147.60.137.190,14,143,10.84,0.188,11.9,1,0,0,11.22,1,0,1024x768,unknown,referral,12,1,796.0,1063.0,11,0.965,2,0,0,1
session_000236,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,202.127.48.240,7,609,76.21,0.72,83.2,5,4,1,1.42,1,1,1920x1080,en-US,search,6,6,1044.0,318.0,7,0.38,3,1,1,0
session_000237,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,86.73.117.254,7,697,57.13,0.607,40.5,7,3,1,0.94,1,1,375x667,fr-FR,referral,15,3,9399.0,747.0,6,0.269,2,3,2,0
session_000238,curl/7.68.0,70.50.208.29,10,247,9.42,0.106,2.3,0,0,0,15.24,1,1,1024x768,,direct,17,5,521.0,740.0,9,0.992,0,0,0,1
session_000239,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,203.76.146.173,6,469,57.91,0.394,69.0,7,2,2,1.14,1,1,1366x768,de-DE,social,12,4,5516.0,953.0,6,0.563,3,2,1,0
session_000240,python-requests/2.25.1,132.84.23.103,17,143,4.64,0.146,18.8,0,0,0,11.52,0,1,1024x768,en,direct,20,2,888.0,692.0,13,0.862,0,0,0,1
session_000241,curl/7.68.0,115.193.69.245,10,210,6.66,0.198,10.5,5,0,0,15.36,1,0,unknown,,direct,14,6,206.0,548.0,10,0.992,0,0,0,1
session_000242,curl/7.68.0,16.171.31.120,20,153,5.85,0.28,4.8,2,0,1,19.18,0,0,1024x768,unknown,direct,16,1,241.0,803.0,8,0.957,1,0,0,1
session_000243,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,177.31.164.235,6,610,29.35,0.374,56.1,6,2,2,1.46,1,0,1440x900,de-DE,search,21,5,13550.0,1392.0,6,0.559,4,3,0,0
session_000244,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,117.192.254.156,8,333,57.86,0.693,57.8,8,1,0,4.54,1,1,1536x864,pt-BR,direct,19,3,2885.0,2017.0,6,0.273,3,2,0,0
session_000245,Scrapy/2.5.1,171.212.56.196,15,159,7.69,0.292,26.7,2,0,0,16.11,0,1,800x600,,direct,2,1,370.0,666.0,5,0.842,0,0,0,1
session_000246,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,16.213.141.232,5,899,24.03,0.778,71.6,6,2,2,0.71,1,1,1366x768,de-DE,direct,0,4,6228.0,826.0,4,0.222,0,2,2,0
session_000247,PostmanRuntime/7.26.8,114.30.175.53,16,223,5.67,0.235,19.4,2,0,1,10.18,0,1,0x0,en,direct,21,5,943.0,970.0,15,0.963,1,0,0,1
session_000248,PostmanRuntime/7.26.8,107.117.145.15,12,185,11.45,0.166,8.7,3,0,1,19.48,0,1,0x0,,search,18,4,608.0,1082.0,12,0.902,0,0,0,1
session_000249,curl/7.68.0,149.19.12.109,16,100,9.35,0.276,15.6,2,1,0,16.47,0,1,800x600,,direct,3,6,272.0,491.0,11,0.948,0,0,1,1
session_000250,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,74.105.47.197,2,530,45.49,0.6,75.6,8,2,0,4.82,0,1,1536x864,es-ES,search,15,7,6447.0,1043.0,2,0.258,4,2,2,0
